quarter,time,score,team,description
2,5:44.0,44-44,76ers,J. McCain makes 3-pt jump shot from 26 ft (assist by Q. Grimes)
2,5:19.0,46-44,Nuggets,H. Tyson makes 2-pt jump shot from 17 ft (assist by D. Holmes)
2,5:05.0,46-46,76ers,T. Maxey makes 2-pt jump shot from 2 ft
2,5:05.0,46-46,76ers,Shooting foul by S. Jones (drawn by T. Maxey)
2,5:05.0,46-47,76ers,T. Maxey makes free throw 1 of 1
2,4:51.0,46-47,Nuggets,D. Holmes misses 3-pt jump shot from 30 ft
2,4:51.0,46-47,76ers,Defensive rebound by Q. Grimes
2,4:31.0,46-49,76ers,J. Embiid makes 2-pt jump shot from 19 ft (assist by T. Maxey)
2,4:31.0,46-49,Nuggets,Denver full timeout
2,4:31.0,46-49,Nuggets,P. Watson enters the game for H. Tyson
2,4:15.0,46-49,Nuggets,Turnover by J. Pickett (lost ball; steal by T. Maxey)
2,4:07.0,46-49,76ers,J. Embiid misses 2-pt jump shot from 5 ft
2,4:04.0,46-49,76ers,Offensive rebound by J. Embiid
2,3:53.0,46-51,76ers,J. Embiid makes 2-pt jump shot from 9 ft
2,3:37.0,46-51,Nuggets,S. Jones misses 3-pt jump shot from 22 ft
2,3:33.0,46-51,76ers,Defensive rebound by J. Embiid
2,3:31.0,46-51,76ers,J. McCain misses 3-pt jump shot from 26 ft
2,3:30.0,46-51,76ers,Offensive rebound by A. Bona
2,3:30.0,46-51,76ers,Turnover by A. Bona (lost ball; steal by S. Jones)
2,3:19.0,46-51,Nuggets,Personal foul by T. Maxey (drawn by D. Holmes)
2,3:19.0,46-51,76ers,V. Edgecombe enters the game for A. Bona
2,3:19.0,46-51,76ers,P. George enters the game for J. McCain
2,3:11.0,49-51,Nuggets,J. Pickett makes 3-pt jump shot from 26 ft (assist by P. Watson)
2,2:48.0,49-51,76ers,V. Edgecombe misses 3-pt jump shot from 26 ft
2,2:44.0,49-51,Nuggets,Defensive rebound by S. Jones
2,2:22.0,52-51,Nuggets,J. Pickett makes 3-pt jump shot from 26 ft (assist by P. Watson)
2,2:07.0,52-51,76ers,Shooting foul by S. Jones (drawn by Q. Grimes)
2,2:07.0,52-52,76ers,Q. Grimes makes free throw 1 of 2
2,2:07.0,52-53,76ers,Q. Grimes makes free throw 2 of 2
2,1:49.0,52-53,Nuggets,J. Pickett misses 2-pt layup from 2 ft (block by T. Maxey)
2,1:49.0,52-53,Nuggets,Offensive rebound by Team
2,1:41.0,54-53,Nuggets,P. Watson makes 2-pt jump shot from 22 ft (assist by D. Holmes)
2,1:28.0,54-53,76ers,Q. Grimes misses 3-pt jump shot from 23 ft
2,1:26.0,54-53,Nuggets,Defensive rebound by B. Brown
2,1:20.0,56-53,Nuggets,D. Holmes makes 2-pt dunk from 1 ft (assist by B. Brown)
